"","ABA.test.Producto","NO","SI"
"7256","EQUIPO CONTRATISTA",100,0
"7257","EQUIPO CONTRATISTA",100,0
"7258","EQUIPO CONTRATISTA",100,0
"7259","EQUIPO CONTRATISTA",100,0
"7260","EQUIPO CONTRATISTA",100,0
"7261","EQUIPO CONTRATISTA",100,0
"7262","EQUIPO CONTRATISTA",100,0
"7263","EQUIPO CONTRATISTA",100,0
"7264","EQUIPO CONTRATISTA",100,0
"7265","EQUIPO CONTRATISTA",100,0
"7266","EQUIPO CONTRATISTA",100,0
"7267","EQUIPO CONTRATISTA",100,0
"7268","EQUIPO CONTRATISTA",100,0
"7269","EQUIPO CONTRATISTA",100,0
"7270","EQUIPO CONTRATISTA",100,0
"7271","EQUIPO CONTRATISTA",100,0
"7272","EQUIPO CONTRATISTA",100,0
"7273","EQUIPO CONTRATISTA",100,0
"7274","EQUIPO CONTRATISTA",100,0
"7275","EQUIPO CONTRATISTA",100,0
"7276","EQUIPO CONTRATISTA",100,0
"7277","EQUIPO CONTRATISTA",100,0
"7278","EQUIPO CONTRATISTA",100,0
"7279","EQUIPO CONTRATISTA",100,0
"7280","EQUIPO CONTRATISTA",100,0
"7281","EQUIPO CONTRATISTA",100,0
"7282","EQUIPO CONTRATISTA",100,0
"7283","EQUIPO CONTRATISTA",100,0
"7284","EQUIPO CONTRATISTA",100,0
"7285","EQUIPO CONTRATISTA",100,0
"7286","EQUIPO CONTRATISTA",100,0
"7287","EQUIPO CONTRATISTA",100,0
"7288","EQUIPO CONTRATISTA",100,0
"7289","EQUIPO CONTRATISTA",100,0
"7290","EQUIPO CONTRATISTA",100,0
"7291","EQUIPO CONTRATISTA",100,0
"7292","EQUIPO CONTRATISTA",100,0
"7293","EQUIPO CONTRATISTA",100,0
"7294","EQUIPO CONTRATISTA",100,0
"7295","EQUIPO CONTRATISTA",100,0
"7296","EQUIPO CONTRATISTA",100,0
"7297","EQUIPO CONTRATISTA",100,0
"7298","EQUIPO CONTRATISTA",100,0
"7299","EQUIPO CONTRATISTA",100,0
"7300","EQUIPO CONTRATISTA",100,0
"7301","EQUIPO CONTRATISTA",100,0
"7302","EQUIPO CONTRATISTA",100,0
"7303","EQUIPO CONTRATISTA",100,0
"7304","EQUIPO CONTRATISTA",100,0
"7305","EQUIPO CONTRATISTA",100,0
"7306","EQUIPO CONTRATISTA",100,0
"7307","EQUIPO CONTRATISTA",100,0
"7308","EQUIPO CONTRATISTA",100,0
"7309","EQUIPO CONTRATISTA",100,0
"7310","EQUIPO CONTRATISTA",100,0
"7311","EQUIPO CONTRATISTA",100,0
"7312","EQUIPO CONTRATISTA",100,0
"7313","EQUIPO CONTRATISTA",100,0
"7314","EQUIPO CONTRATISTA",100,0
"7315","EQUIPO CONTRATISTA",100,0
"7316","EQUIPO CONTRATISTA",100,0
"7317","EQUIPO CONTRATISTA",100,0
"7318","EQUIPO CONTRATISTA",100,0
"7319","EQUIPO CONTRATISTA",100,0
"7320","EQUIPO CONTRATISTA",100,0
"7321","EQUIPO CONTRATISTA",100,0
"7322","EQUIPO CONTRATISTA",100,0
"7323","EQUIPO CONTRATISTA",100,0
"7324","EQUIPO CONTRATISTA",100,0
"7325","EQUIPO CONTRATISTA",100,0
"7326","EQUIPO CONTRATISTA",100,0
"7327","EQUIPO CONTRATISTA",100,0
"7328","EQUIPO CONTRATISTA",100,0
"7329","EQUIPO CONTRATISTA",100,0
"7330","EQUIPO CONTRATISTA",100,0
"7331","EQUIPO CONTRATISTA",100,0
"7332","EQUIPO CONTRATISTA",100,0
"7333","EQUIPO CONTRATISTA",100,0
"7334","EQUIPO CONTRATISTA",100,0
"7335","EQUIPO CONTRATISTA",100,0
"7336","EQUIPO CONTRATISTA",100,0
"7337","EQUIPO CONTRATISTA",100,0
"7338","EQUIPO CONTRATISTA",100,0
"7339","EQUIPO CONTRATISTA",100,0
"7340","EQUIPO CONTRATISTA",100,0
"7341","EQUIPO CONTRATISTA",100,0
"7342","EQUIPO CONTRATISTA",100,0
"7343","EQUIPO CONTRATISTA",100,0
"7344","EQUIPO CONTRATISTA",100,0
"7345","EQUIPO CONTRATISTA",100,0
"7346","EQUIPO CONTRATISTA",100,0
"7347","EQUIPO CONTRATISTA",100,0
"7348","EQUIPO CONTRATISTA",100,0
"7349","EQUIPO CONTRATISTA",100,0
"7350","EQUIPO ELECTRONICO",100,0
"7351","ABASIF: EL SEGURO DE CASA",100,0
"7352","EQUIPO ELECTRONICO",100,0
"7353","EQUIPO CONTRATISTA",100,0
"7354","EQUIPO ELECTRONICO",100,0
"7355","EQUIPO CONTRATISTA",100,0
"7356","EQUIPO CONTRATISTA",100,0
"7357","EQUIPO CONTRATISTA",100,0
"7358","EQUIPO CONTRATISTA",100,0
"7359","EQUIPO CONTRATISTA",100,0
"7360","EQUIPO CONTRATISTA",100,0
"7361","EQUIPO CONTRATISTA",100,0
"7362","EQUIPO CONTRATISTA",100,0
"7363","EQUIPO CONTRATISTA",100,0
"7364","EQUIPO CONTRATISTA",100,0
"7365","EQUIPO CONTRATISTA",100,0
"7366","EQUIPO CONTRATISTA",100,0
"7367","EQUIPO CONTRATISTA",100,0
"7368","EQUIPO CONTRATISTA",100,0
"7369","EQUIPO CONTRATISTA",100,0
"7370","EQUIPO CONTRATISTA",100,0
"7371","EQUIPO CONTRATISTA",100,0
"7372","EQUIPO CONTRATISTA",100,0
"7373","EQUIPO CONTRATISTA",100,0
"7374","EQUIPO CONTRATISTA",100,0
"7375","EQUIPO CONTRATISTA",100,0
"7376","EQUIPO CONTRATISTA",100,0
"7377","EQUIPO CONTRATISTA",100,0
"7378","EQUIPO CONTRATISTA",100,0
"7379","EQUIPO CONTRATISTA",100,0
"7380","EQUIPO CONTRATISTA",100,0
"7381","EQUIPO CONTRATISTA",100,0
"7382","EQUIPO CONTRATISTA",100,0
"7383","EQUIPO CONTRATISTA",100,0
"7384","EQUIPO CONTRATISTA",100,0
"7385","EQUIPO CONTRATISTA",100,0
"7386","EQUIPO CONTRATISTA",100,0
"7387","EQUIPO CONTRATISTA",100,0
"7388","EQUIPO CONTRATISTA",100,0
"7389","EQUIPO CONTRATISTA",100,0
"7390","EQUIPO CONTRATISTA",100,0
"7391","EQUIPO CONTRATISTA",100,0
"7392","EQUIPO CONTRATISTA",100,0
"7393","EQUIPO CONTRATISTA",100,0
"7394","EQUIPO CONTRATISTA",100,0
"7395","EQUIPO CONTRATISTA",100,0
"7396","EQUIPO CONTRATISTA",100,0
"7397","EQUIPO CONTRATISTA",100,0
"7398","EQUIPO CONTRATISTA",100,0
"7399","EQUIPO CONTRATISTA",100,0
"7400","EQUIPO CONTRATISTA",100,0
"7401","EQUIPO CONTRATISTA",100,0
"7402","EQUIPO CONTRATISTA",100,0
"7403","EQUIPO CONTRATISTA",100,0
"7404","EQUIPO CONTRATISTA",100,0
"7405","EQUIPO CONTRATISTA",100,0
"7406","EQUIPO CONTRATISTA",100,0
"7407","EQUIPO CONTRATISTA",100,0
"7408","EQUIPO CONTRATISTA",100,0
"7409","EQUIPO CONTRATISTA",100,0
"7410","EQUIPO CONTRATISTA",100,0
"7411","EQUIPO CONTRATISTA",100,0
"7412","EQUIPO CONTRATISTA",100,0
"7413","EQUIPO CONTRATISTA",100,0
"7414","EQUIPO CONTRATISTA",100,0
"7415","EQUIPO CONTRATISTA",100,0
"7416","EQUIPO CONTRATISTA",100,0
"7417","EQUIPO CONTRATISTA",100,0
"7418","EQUIPO CONTRATISTA",100,0
"7419","EQUIPO CONTRATISTA",100,0
"7420","EQUIPO CONTRATISTA",100,0
"7421","EQUIPO CONTRATISTA",100,0
"7422","EQUIPO CONTRATISTA",100,0
"7423","EQUIPO CONTRATISTA",100,0
"7424","EQUIPO CONTRATISTA",100,0
"7425","EQUIPO CONTRATISTA",100,0
"7426","EQUIPO CONTRATISTA",100,0
"7427","EQUIPO CONTRATISTA",100,0
"7428","EQUIPO CONTRATISTA",100,0
"7429","EQUIPO CONTRATISTA",100,0
"7430","EQUIPO CONTRATISTA",100,0
"7431","EQUIPO CONTRATISTA",100,0
"7432","EQUIPO CONTRATISTA",100,0
"7433","EQUIPO CONTRATISTA",100,0
"7434","EQUIPO CONTRATISTA",100,0
"7435","EQUIPO CONTRATISTA",100,0
"7436","EQUIPO CONTRATISTA",100,0
"7437","EQUIPO CONTRATISTA",100,0
"7438","EQUIPO CONTRATISTA",100,0
"7439","EQUIPO CONTRATISTA",100,0
"7440","EQUIPO CONTRATISTA",100,0
"7441","EQUIPO CONTRATISTA",100,0
"7442","EQUIPO CONTRATISTA",100,0
"7443","EQUIPO CONTRATISTA",100,0
"7444","EQUIPO CONTRATISTA",100,0
"7445","EQUIPO CONTRATISTA",100,0
"7446","EQUIPO CONTRATISTA",100,0
"7447","EQUIPO CONTRATISTA",100,0
"7448","EQUIPO CONTRATISTA",100,0
"7449","EQUIPO CONTRATISTA",100,0
"7450","EQUIPO CONTRATISTA",100,0
"7451","EQUIPO CONTRATISTA",100,0
"7452","EQUIPO CONTRATISTA",100,0
"7453","EQUIPO CONTRATISTA",100,0
"7454","EQUIPO CONTRATISTA",100,0
"7455","EQUIPO CONTRATISTA",100,0
"7456","EQUIPO CONTRATISTA",100,0
"7457","EQUIPO CONTRATISTA",100,0
"7458","EQUIPO CONTRATISTA",100,0
"7459","EQUIPO CONTRATISTA",100,0
"7460","EQUIPO CONTRATISTA",100,0
"7461","EQUIPO CONTRATISTA",100,0
"7462","EQUIPO CONTRATISTA",100,0
"7463","EQUIPO CONTRATISTA",100,0
"7464","EQUIPO CONTRATISTA",100,0
"7465","EQUIPO CONTRATISTA",100,0
"7466","EQUIPO CONTRATISTA",100,0
"7467","EQUIPO CONTRATISTA",100,0
"7468","EQUIPO CONTRATISTA",100,0
"7469","EQUIPO CONTRATISTA",100,0
"7470","EQUIPO CONTRATISTA",100,0
"7471","EQUIPO CONTRATISTA",100,0
"7472","EQUIPO CONTRATISTA",100,0
"7473","EQUIPO CONTRATISTA",100,0
"7474","EQUIPO CONTRATISTA",100,0
"7475","EQUIPO CONTRATISTA",100,0
"7476","EQUIPO CONTRATISTA",100,0
"7477","EQUIPO CONTRATISTA",100,0
"7478","EQUIPO CONTRATISTA",100,0
"7479","EQUIPO CONTRATISTA",100,0
"7480","EQUIPO CONTRATISTA",100,0
"7481","EQUIPO CONTRATISTA",100,0
"7482","EQUIPO CONTRATISTA",100,0
"7483","EQUIPO CONTRATISTA",100,0
"7484","EQUIPO CONTRATISTA",100,0
"7485","EQUIPO CONTRATISTA",100,0
"7486","EQUIPO CONTRATISTA",100,0
"7487","EQUIPO CONTRATISTA",100,0
"7488","EQUIPO CONTRATISTA",100,0
"7489","EQUIPO CONTRATISTA",100,0
"7490","EQUIPO CONTRATISTA",100,0
"7491","EQUIPO CONTRATISTA",100,0
"7492","EQUIPO CONTRATISTA",100,0
"7493","EQUIPO CONTRATISTA",100,0
"7494","EQUIPO CONTRATISTA",100,0
"7495","EQUIPO CONTRATISTA",100,0
"7496","EQUIPO CONTRATISTA",100,0
"7497","EQUIPO CONTRATISTA",100,0
"7498","EQUIPO CONTRATISTA",100,0
"7499","EQUIPO CONTRATISTA",100,0
"7500","EQUIPO CONTRATISTA",100,0
"7501","EQUIPO CONTRATISTA",100,0
"7502","EQUIPO CONTRATISTA",100,0
"7503","EQUIPO CONTRATISTA",100,0
"7504","EQUIPO CONTRATISTA",100,0
"7505","EQUIPO CONTRATISTA",100,0
"7506","EQUIPO CONTRATISTA",100,0
"7507","EQUIPO CONTRATISTA",100,0
"7508","EQUIPO CONTRATISTA",100,0
"7509","EQUIPO CONTRATISTA",100,0
"7510","EQUIPO CONTRATISTA",100,0
"7511","EQUIPO CONTRATISTA",100,0
"7512","EQUIPO CONTRATISTA",100,0
"7513","EQUIPO CONTRATISTA",100,0
"7514","EQUIPO CONTRATISTA",100,0
"7515","EQUIPO CONTRATISTA",100,0
"7516","EQUIPO CONTRATISTA",100,0
"7517","EQUIPO CONTRATISTA",100,0
"7518","EQUIPO CONTRATISTA",100,0
"7519","EQUIPO CONTRATISTA",100,0
"7520","EQUIPO CONTRATISTA",100,0
"7521","EQUIPO CONTRATISTA",100,0
"7522","EQUIPO CONTRATISTA",100,0
"7523","EQUIPO CONTRATISTA",100,0
"7524","EQUIPO CONTRATISTA",100,0
"7525","EQUIPO CONTRATISTA",100,0
"7526","EQUIPO CONTRATISTA",100,0
"7527","EQUIPO CONTRATISTA",100,0
"7528","EQUIPO CONTRATISTA",100,0
"7529","EQUIPO CONTRATISTA",100,0
"7530","EQUIPO CONTRATISTA",100,0
"7531","EQUIPO CONTRATISTA",100,0
"7532","EQUIPO CONTRATISTA",100,0
"7533","EQUIPO CONTRATISTA",100,0
"7534","EQUIPO CONTRATISTA",100,0
"7535","EQUIPO CONTRATISTA",100,0
"7536","EQUIPO CONTRATISTA",100,0
"7537","EQUIPO CONTRATISTA",100,0
"7538","EQUIPO CONTRATISTA",100,0
"7539","EQUIPO CONTRATISTA",100,0
"7540","EQUIPO CONTRATISTA",100,0
"7541","EQUIPO CONTRATISTA",100,0
"7542","EQUIPO CONTRATISTA",100,0
"7543","EQUIPO CONTRATISTA",100,0
"7544","EQUIPO CONTRATISTA",100,0
"7545","EQUIPO CONTRATISTA",100,0
"7546","EQUIPO CONTRATISTA",100,0
"7547","EQUIPO CONTRATISTA",100,0
"7548","EQUIPO CONTRATISTA",100,0
"7549","EQUIPO CONTRATISTA",100,0
"7550","EQUIPO CONTRATISTA",100,0
"7551","EQUIPO CONTRATISTA",100,0
"7552","EQUIPO CONTRATISTA",100,0
"7553","EQUIPO CONTRATISTA",100,0
"7554","EQUIPO CONTRATISTA",100,0
"7555","EQUIPO CONTRATISTA",100,0
"7556","EQUIPO CONTRATISTA",100,0
"7557","EQUIPO CONTRATISTA",100,0
"7558","EQUIPO CONTRATISTA",100,0
"7559","EQUIPO CONTRATISTA",100,0
"7560","EQUIPO CONTRATISTA",100,0
"7561","EQUIPO CONTRATISTA",100,0
"7562","EQUIPO CONTRATISTA",100,0
"7563","EQUIPO CONTRATISTA",100,0
"7564","EQUIPO CONTRATISTA",100,0
"7565","EQUIPO CONTRATISTA",100,0
"7566","EQUIPO CONTRATISTA",100,0
"7567","EQUIPO CONTRATISTA",100,0
"7568","EQUIPO CONTRATISTA",100,0
"7569","EQUIPO CONTRATISTA",100,0
"7570","EQUIPO CONTRATISTA",100,0
"7571","EQUIPO CONTRATISTA",100,0
"7572","EQUIPO CONTRATISTA",100,0
"7573","EQUIPO CONTRATISTA",100,0
"7574","EQUIPO CONTRATISTA",100,0
"7575","EQUIPO CONTRATISTA",100,0
"7576","EQUIPO CONTRATISTA",100,0
"7577","EQUIPO CONTRATISTA",100,0
"7578","EQUIPO CONTRATISTA",100,0
"7579","EQUIPO CONTRATISTA",100,0
"7580","EQUIPO CONTRATISTA",100,0
"7581","EQUIPO CONTRATISTA",100,0
"7582","EQUIPO CONTRATISTA",100,0
"7583","EQUIPO CONTRATISTA",100,0
"7584","EQUIPO CONTRATISTA",100,0
"7585","EQUIPO CONTRATISTA",100,0
"7586","EQUIPO CONTRATISTA",100,0
"7587","EQUIPO CONTRATISTA",100,0
"7588","EQUIPO CONTRATISTA",100,0
"7589","EQUIPO CONTRATISTA",100,0
"7590","EQUIPO CONTRATISTA",100,0
"7591","EQUIPO CONTRATISTA",100,0
"7592","EQUIPO CONTRATISTA",100,0
"7593","EQUIPO CONTRATISTA",100,0
"7594","EQUIPO CONTRATISTA",100,0
"7595","EQUIPO CONTRATISTA",100,0
"7596","EQUIPO CONTRATISTA",100,0
"7597","EQUIPO CONTRATISTA",100,0
"7598","EQUIPO CONTRATISTA",100,0
"7599","EQUIPO CONTRATISTA",100,0
"7600","ABASIF: EL SEGURO DE CASA",100,0
"7601","EQUIPO CONTRATISTA",100,0
"7602","EQUIPO CONTRATISTA",100,0
"7603","EQUIPO CONTRATISTA",100,0
"7604","EQUIPO CONTRATISTA",100,0
"7605","EQUIPO CONTRATISTA",100,0
"7606","EQUIPO CONTRATISTA",100,0
"7607","EQUIPO CONTRATISTA",100,0
"7608","EQUIPO CONTRATISTA",100,0
"7609","EQUIPO CONTRATISTA",100,0
"7610","EQUIPO CONTRATISTA",100,0
"7611","EQUIPO CONTRATISTA",100,0
"7612","EQUIPO CONTRATISTA",100,0
"7613","EQUIPO CONTRATISTA",100,0
"7614","EQUIPO CONTRATISTA",100,0
"7615","EQUIPO CONTRATISTA",100,0
"7616","EQUIPO CONTRATISTA",100,0
"7617","EQUIPO CONTRATISTA",100,0
"7618","EQUIPO CONTRATISTA",100,0
"7619","EQUIPO CONTRATISTA",100,0
"7620","EQUIPO CONTRATISTA",100,0
"7621","EQUIPO CONTRATISTA",100,0
"7622","EQUIPO CONTRATISTA",100,0
"7623","EQUIPO CONTRATISTA",100,0
"7624","EQUIPO CONTRATISTA",100,0
"7625","EQUIPO CONTRATISTA",100,0
"7626","EQUIPO CONTRATISTA",100,0
"7627","EQUIPO CONTRATISTA",100,0
"7628","EQUIPO CONTRATISTA",100,0
"7629","EQUIPO CONTRATISTA",100,0
"7630","EQUIPO CONTRATISTA",100,0
"7631","EQUIPO CONTRATISTA",100,0
"7632","EQUIPO CONTRATISTA",100,0
"7633","EQUIPO CONTRATISTA",100,0
"7634","EQUIPO CONTRATISTA",100,0
"7635","EQUIPO CONTRATISTA",100,0
"7636","EQUIPO CONTRATISTA",100,0
"7637","EQUIPO CONTRATISTA",100,0
"7638","EQUIPO CONTRATISTA",100,0
"7639","EQUIPO CONTRATISTA",100,0
"7640","EQUIPO CONTRATISTA",100,0
"7641","EQUIPO CONTRATISTA",100,0
"7642","EQUIPO CONTRATISTA",100,0
"7643","EQUIPO CONTRATISTA",100,0
"7644","EQUIPO CONTRATISTA",100,0
"7645","EQUIPO CONTRATISTA",100,0
"7646","EQUIPO CONTRATISTA",100,0
"7647","EQUIPO CONTRATISTA",100,0
"7648","EQUIPO CONTRATISTA",100,0
"7649","EQUIPO CONTRATISTA",100,0
"7650","EQUIPO CONTRATISTA",100,0
"7651","EQUIPO CONTRATISTA",100,0
"7652","EQUIPO CONTRATISTA",100,0
"7653","EQUIPO CONTRATISTA",100,0
"7654","EQUIPO CONTRATISTA",100,0
"7655","EQUIPO CONTRATISTA",100,0
"7656","EQUIPO CONTRATISTA",100,0
"7657","EQUIPO CONTRATISTA",100,0
"7658","EQUIPO CONTRATISTA",100,0
"7659","EQUIPO CONTRATISTA",100,0
"7660","EQUIPO CONTRATISTA",100,0
"7661","EQUIPO CONTRATISTA",100,0
"7662","EQUIPO CONTRATISTA",100,0
"7663","EQUIPO CONTRATISTA",100,0
"7664","EQUIPO CONTRATISTA",100,0
"7665","EQUIPO CONTRATISTA",100,0
"7666","EQUIPO CONTRATISTA",100,0
"7667","EQUIPO CONTRATISTA",100,0
"7668","EQUIPO CONTRATISTA",100,0
"7669","EQUIPO CONTRATISTA",100,0
"7670","EQUIPO CONTRATISTA",100,0
"7671","EQUIPO CONTRATISTA",100,0
"7672","EQUIPO CONTRATISTA",100,0
"7673","EQUIPO CONTRATISTA",100,0
"7674","EQUIPO CONTRATISTA",100,0
"7675","EQUIPO CONTRATISTA",100,0
"7676","EQUIPO CONTRATISTA",100,0
"7677","EQUIPO CONTRATISTA",100,0
"7678","EQUIPO CONTRATISTA",100,0
"7679","EQUIPO CONTRATISTA",100,0
"7680","EQUIPO CONTRATISTA",100,0
"7681","EQUIPO CONTRATISTA",100,0
"7682","EQUIPO CONTRATISTA",100,0
"7683","EQUIPO CONTRATISTA",100,0
"7684","EQUIPO CONTRATISTA",100,0
"7685","EQUIPO CONTRATISTA",100,0
"7686","EQUIPO CONTRATISTA",100,0
"7687","EQUIPO CONTRATISTA",100,0
"7688","EQUIPO CONTRATISTA",100,0
"7689","EQUIPO CONTRATISTA",100,0
"7690","EQUIPO CONTRATISTA",100,0
"7691","EQUIPO CONTRATISTA",100,0
"7692","ABASEGURO EMPRESARIAL",100,0
"7693","VIBIA",100,0
"7694","VIBIA",100,0
"7695","EQUIPO ELECTRONICO",100,0
"7696","EQUIPO CONTRATISTA",100,0
"7697","EQUIPO CONTRATISTA",100,0
"7698","EQUIPO CONTRATISTA",100,0
"7699","EQUIPO CONTRATISTA",100,0
"7700","EQUIPO CONTRATISTA",100,0
"7701","EQUIPO CONTRATISTA",100,0
"7702","EQUIPO CONTRATISTA",100,0
"7703","EQUIPO CONTRATISTA",100,0
"7704","EQUIPO CONTRATISTA",100,0
"7705","EQUIPO CONTRATISTA",100,0
"7706","EQUIPO CONTRATISTA",100,0
"7707","EQUIPO CONTRATISTA",100,0
"7708","EQUIPO CONTRATISTA",100,0
"7709","EQUIPO CONTRATISTA",100,0
"7710","EQUIPO CONTRATISTA",100,0
"7711","EQUIPO CONTRATISTA",100,0
"7712","EQUIPO CONTRATISTA",100,0
"7713","EQUIPO CONTRATISTA",100,0
"7714","EQUIPO CONTRATISTA",100,0
"7715","EQUIPO CONTRATISTA",100,0
"7716","EQUIPO CONTRATISTA",100,0
"7717","EQUIPO CONTRATISTA",100,0
"7718","EQUIPO CONTRATISTA",100,0
"7719","EQUIPO CONTRATISTA",100,0
"7720","EQUIPO CONTRATISTA",100,0
"7721","EQUIPO CONTRATISTA",100,0
"7722","EQUIPO CONTRATISTA",100,0
"7723","EQUIPO CONTRATISTA",100,0
"7724","EQUIPO CONTRATISTA",100,0
"7725","EQUIPO CONTRATISTA",100,0
"7726","EQUIPO CONTRATISTA",100,0
"7727","EQUIPO CONTRATISTA",100,0
"7728","EQUIPO CONTRATISTA",100,0
"7729","EQUIPO CONTRATISTA",100,0
"7730","EQUIPO CONTRATISTA",100,0
"7731","EQUIPO CONTRATISTA",100,0
"7732","EQUIPO CONTRATISTA",100,0
"7733","EQUIPO CONTRATISTA",100,0
"7734","EQUIPO CONTRATISTA",100,0
"7735","EQUIPO CONTRATISTA",100,0
"7736","EQUIPO CONTRATISTA",100,0
"7737","EQUIPO CONTRATISTA",100,0
"7738","EQUIPO CONTRATISTA",100,0
"7739","EQUIPO CONTRATISTA",100,0
"7740","EQUIPO CONTRATISTA",100,0
"7741","EQUIPO CONTRATISTA",100,0
"7742","EQUIPO CONTRATISTA",100,0
"7743","EQUIPO CONTRATISTA",100,0
"7744","EQUIPO CONTRATISTA",100,0
"7745","EQUIPO CONTRATISTA",100,0
"7746","EQUIPO CONTRATISTA",100,0
"7747","EQUIPO CONTRATISTA",100,0
"7748","EQUIPO CONTRATISTA",100,0
"7749","EQUIPO CONTRATISTA",100,0
"7750","EQUIPO CONTRATISTA",100,0
"7751","EQUIPO CONTRATISTA",100,0
"7752","EQUIPO CONTRATISTA",100,0
"7753","EQUIPO CONTRATISTA",100,0
"7754","EQUIPO CONTRATISTA",100,0
"7755","EQUIPO CONTRATISTA",100,0
"7756","EQUIPO CONTRATISTA",100,0
"7757","EQUIPO CONTRATISTA",100,0
"7758","EQUIPO CONTRATISTA",100,0
"7759","EQUIPO CONTRATISTA",100,0
"7760","EQUIPO CONTRATISTA",100,0
"7761","EQUIPO CONTRATISTA",100,0
"7762","EQUIPO CONTRATISTA",100,0
"7763","EQUIPO CONTRATISTA",100,0
"7764","EQUIPO CONTRATISTA",100,0
"7765","EQUIPO CONTRATISTA",100,0
"7766","EQUIPO CONTRATISTA",100,0
"7767","EQUIPO CONTRATISTA",100,0
"7768","EQUIPO CONTRATISTA",100,0
"7769","EQUIPO CONTRATISTA",100,0
"7770","EQUIPO CONTRATISTA",100,0
"7771","EQUIPO CONTRATISTA",100,0
"7772","EQUIPO CONTRATISTA",100,0
"7773","EQUIPO CONTRATISTA",100,0
"7774","EQUIPO CONTRATISTA",100,0
"7775","EQUIPO CONTRATISTA",100,0
"7776","EQUIPO CONTRATISTA",100,0
"7777","EQUIPO CONTRATISTA",100,0
"7778","EQUIPO CONTRATISTA",100,0
"7779","EQUIPO CONTRATISTA",100,0
"7780","EQUIPO CONTRATISTA",100,0
"7781","EQUIPO CONTRATISTA",100,0
"7782","EQUIPO CONTRATISTA",100,0
"7783","EQUIPO CONTRATISTA",100,0
"7784","EQUIPO CONTRATISTA",100,0
"7785","EQUIPO CONTRATISTA",100,0
"7786","EQUIPO CONTRATISTA",100,0
"7787","EQUIPO ELECTRONICO",100,0
"7788","EQUIPO ELECTRONICO",100,0
"7789","TRANSPORTE DECLARACION",0,100
"7790","EQUIPO CONTRATISTA",100,0
"7791","EQUIPO ELECTRONICO",100,0
"7792","EQUIPO CONTRATISTA",100,0
"7793","EQUIPO CONTRATISTA",100,0
"7794","EQUIPO CONTRATISTA",100,0
"7795","EQUIPO CONTRATISTA",100,0
"7796","EQUIPO CONTRATISTA",100,0
"7797","EQUIPO CONTRATISTA",100,0
"7798","EQUIPO CONTRATISTA",100,0
"7799","EQUIPO CONTRATISTA",100,0
"7800","EQUIPO CONTRATISTA",100,0
"7801","EQUIPO CONTRATISTA",100,0
"7802","EQUIPO CONTRATISTA",100,0
"7803","EQUIPO CONTRATISTA",100,0
"7804","EQUIPO CONTRATISTA",100,0
"7805","EQUIPO CONTRATISTA",100,0
"7806","EQUIPO CONTRATISTA",100,0
"7807","EQUIPO CONTRATISTA",100,0
"7808","EQUIPO CONTRATISTA",100,0
"7809","EQUIPO CONTRATISTA",100,0
"7810","EQUIPO CONTRATISTA",100,0
"7811","EQUIPO CONTRATISTA",100,0
"7812","EQUIPO CONTRATISTA",100,0
"7813","EQUIPO CONTRATISTA",100,0
"7814","EQUIPO CONTRATISTA",100,0
"7815","EQUIPO CONTRATISTA",100,0
"7816","EQUIPO CONTRATISTA",100,0
"7817","EQUIPO CONTRATISTA",100,0
"7818","EQUIPO CONTRATISTA",100,0
"7819","EQUIPO CONTRATISTA",100,0
"7820","EQUIPO CONTRATISTA",100,0
"7821","EQUIPO CONTRATISTA",100,0
"7822","EQUIPO CONTRATISTA",100,0
"7823","EQUIPO CONTRATISTA",100,0
"7824","EQUIPO CONTRATISTA",100,0
"7825","EQUIPO CONTRATISTA",100,0
"7826","EQUIPO CONTRATISTA",100,0
"7827","EQUIPO CONTRATISTA",100,0
"7828","EQUIPO CONTRATISTA",100,0
"7829","EQUIPO CONTRATISTA",100,0
"7830","EQUIPO CONTRATISTA",100,0
"7831","EQUIPO CONTRATISTA",100,0
"7832","EQUIPO CONTRATISTA",100,0
"7833","EQUIPO CONTRATISTA",100,0
"7834","EQUIPO CONTRATISTA",100,0
"7835","EQUIPO CONTRATISTA",100,0
"7836","EQUIPO CONTRATISTA",100,0
"7837","EQUIPO CONTRATISTA",100,0
"7838","EQUIPO CONTRATISTA",100,0
"7839","EQUIPO CONTRATISTA",100,0
"7840","EQUIPO CONTRATISTA",100,0
"7841","EQUIPO CONTRATISTA",100,0
"7842","EQUIPO CONTRATISTA",100,0
"7843","EQUIPO CONTRATISTA",100,0
"7844","EQUIPO CONTRATISTA",100,0
"7845","EQUIPO CONTRATISTA",100,0
"7846","EQUIPO CONTRATISTA",100,0
"7847","EQUIPO CONTRATISTA",100,0
"7848","EQUIPO CONTRATISTA",100,0
"7849","EQUIPO CONTRATISTA",100,0
"7850","EQUIPO CONTRATISTA",100,0
"7851","EQUIPO CONTRATISTA",100,0
"7852","EQUIPO CONTRATISTA",100,0
"7853","EQUIPO CONTRATISTA",100,0
"7854","EQUIPO CONTRATISTA",100,0
"7855","ABASIF: EL SEGURO DE CASA",100,0
"7856","EQUIPO CONTRATISTA",100,0
"7857","EQUIPO CONTRATISTA",100,0
"7858","EQUIPO CONTRATISTA",100,0
"7859","EQUIPO CONTRATISTA",100,0
"7860","EQUIPO CONTRATISTA",100,0
"7861","EQUIPO CONTRATISTA",100,0
"7862","EQUIPO CONTRATISTA",100,0
"7863","EQUIPO CONTRATISTA",100,0
